,sample,spot_name,cluster
0,A1,10x13,0
1,A1,10x14,2
2,A1,10x15,0
3,A1,10x16,0
4,A1,10x17,0
5,A1,10x18,2
6,A1,10x19,1
7,A1,10x20,2
8,A1,10x21,2
9,A1,10x22,0
10,A1,10x23,0
11,A1,10x24,2
12,A1,10x25,2
13,A1,10x26,0
14,A1,10x27,2
15,A1,10x28,1
16,A1,11x13,1
17,A1,11x14,0
18,A1,11x15,0
19,A1,11x16,0
20,A1,11x18,0
21,A1,11x19,0
22,A1,11x20,2
23,A1,11x21,2
24,A1,11x22,0
25,A1,11x23,0
26,A1,11x24,2
27,A1,11x25,2
28,A1,11x26,2
29,A1,11x27,2
30,A1,12x12,1
31,A1,12x13,0
32,A1,12x14,0
33,A1,12x15,0
34,A1,12x16,0
35,A1,12x17,2
36,A1,12x18,0
37,A1,12x19,2
38,A1,12x20,2
39,A1,12x21,0
40,A1,12x22,0
41,A1,12x23,0
42,A1,12x24,0
43,A1,12x25,2
44,A1,12x26,0
45,A1,12x27,0
46,A1,12x28,2
47,A1,13x12,0
48,A1,13x13,0
49,A1,13x14,0
50,A1,13x15,0
51,A1,13x16,0
52,A1,13x17,0
53,A1,13x18,0
54,A1,13x19,0
55,A1,13x20,0
56,A1,13x21,0
57,A1,13x22,0
58,A1,13x23,0
59,A1,13x24,0
60,A1,13x25,2
61,A1,13x26,0
62,A1,13x27,0
63,A1,13x28,2
64,A1,14x13,0
65,A1,14x14,0
66,A1,14x15,0
67,A1,14x16,0
68,A1,14x17,0
69,A1,14x18,0
70,A1,14x19,0
71,A1,14x20,0
72,A1,14x21,2
73,A1,14x22,0
74,A1,14x23,0
75,A1,14x24,0
76,A1,14x25,2
77,A1,14x26,0
78,A1,14x27,0
79,A1,14x28,0
80,A1,15x13,1
81,A1,15x14,0
82,A1,15x15,0
83,A1,15x16,0
84,A1,15x17,0
85,A1,15x18,0
86,A1,15x19,0
87,A1,15x20,0
88,A1,15x21,0
89,A1,15x22,2
90,A1,15x23,1
91,A1,15x24,0
92,A1,15x25,2
93,A1,15x26,0
94,A1,15x27,0
95,A1,16x12,0
96,A1,16x13,0
97,A1,16x14,0
98,A1,16x15,0
99,A1,16x16,0
100,A1,16x17,0
101,A1,16x18,0
102,A1,16x19,0
103,A1,16x20,0
104,A1,16x21,0
105,A1,16x22,0
106,A1,16x23,0
107,A1,16x24,0
108,A1,16x25,0
109,A1,16x26,0
110,A1,16x27,0
111,A1,17x13,0
112,A1,17x15,1
113,A1,17x16,0
114,A1,17x17,0
115,A1,17x18,0
116,A1,17x19,0
117,A1,17x20,0
118,A1,17x21,0
119,A1,17x22,0
120,A1,17x23,0
121,A1,17x24,0
122,A1,17x25,0
123,A1,17x26,0
124,A1,17x27,0
125,A1,18x13,0
126,A1,18x14,0
127,A1,18x15,1
128,A1,18x16,0
129,A1,18x17,0
130,A1,18x18,0
131,A1,18x19,0
132,A1,18x21,0
133,A1,18x22,0
134,A1,18x23,0
135,A1,18x24,0
136,A1,18x25,0
137,A1,18x26,0
138,A1,18x27,0
139,A1,19x12,0
140,A1,19x13,0
141,A1,19x14,0
142,A1,19x15,0
143,A1,19x16,0
144,A1,19x17,2
145,A1,19x18,0
146,A1,19x19,0
147,A1,19x20,0
148,A1,19x21,0
149,A1,19x22,0
150,A1,19x23,0
