sample,spot_name,cluster
1,"spot1","3"
1,"spot2","3"
1,"spot3","3"
1,"spot4","3"
1,"spot5","1"
1,"spot6","3"
1,"spot7","3"
1,"spot8","3"
1,"spot9","3"
1,"spot10","3"
1,"spot11","3"
1,"spot12","3"
1,"spot13","3"
1,"spot14","3"
1,"spot15","3"
1,"spot16","3"
1,"spot17","3"
1,"spot18","1"
1,"spot19","1"
1,"spot20","1"
1,"spot21","3"
1,"spot22","3"
1,"spot23","3"
1,"spot24","3"
1,"spot25","3"
1,"spot26","3"
1,"spot27","3"
1,"spot28","3"
1,"spot29","3"
1,"spot30","3"
1,"spot31","3"
1,"spot32","3"
1,"spot33","3"
1,"spot34","3"
1,"spot35","3"
1,"spot36","3"
1,"spot37","3"
1,"spot38","3"
1,"spot39","3"
1,"spot40","3"
1,"spot41","3"
1,"spot42","3"
1,"spot43","3"
1,"spot44","3"
1,"spot45","3"
1,"spot46","3"
1,"spot47","3"
1,"spot48","1"
1,"spot49","3"
1,"spot50","3"
1,"spot51","3"
1,"spot52","3"
1,"spot53","3"
1,"spot54","3"
1,"spot55","3"
1,"spot56","3"
1,"spot57","3"
1,"spot58","1"
1,"spot59","3"
1,"spot60","3"
1,"spot61","1"
1,"spot62","3"
1,"spot63","3"
1,"spot64","3"
1,"spot65","3"
1,"spot66","1"
1,"spot67","3"
1,"spot68","3"
1,"spot69","3"
1,"spot70","3"
1,"spot71","3"
1,"spot72","3"
1,"spot73","3"
1,"spot74","1"
1,"spot75","3"
1,"spot76","3"
1,"spot77","1"
1,"spot78","3"
1,"spot79","1"
1,"spot80","3"
1,"spot81","3"
1,"spot82","3"
1,"spot83","1"
1,"spot84","1"
1,"spot85","1"
1,"spot86","1"
1,"spot87","3"
1,"spot88","3"
1,"spot89","3"
1,"spot90","3"
1,"spot91","3"
1,"spot92","3"
1,"spot93","3"
1,"spot94","1"
1,"spot95","1"
1,"spot96","3"
1,"spot97","3"
1,"spot98","3"
1,"spot99","3"
1,"spot100","3"
3,"spot1001","1"
3,"spot1002","1"
3,"spot1003","1"
3,"spot1004","1"
3,"spot1005","1"
3,"spot1006","3"
3,"spot1007","1"
3,"spot1008","1"
3,"spot1009","0"
3,"spot1010","1"
3,"spot1011","1"
3,"spot1012","0"
3,"spot1013","1"
3,"spot1014","1"
3,"spot1015","3"
3,"spot1016","1"
3,"spot1017","1"
3,"spot1018","1"
3,"spot1019","0"
3,"spot1020","0"
3,"spot1021","1"
3,"spot1022","3"
3,"spot1023","1"
3,"spot1024","0"
3,"spot1025","1"
3,"spot1026","0"
3,"spot1027","1"
3,"spot1028","1"
3,"spot1029","1"
3,"spot1030","3"
3,"spot1031","1"
3,"spot1032","1"
3,"spot1033","0"
3,"spot1034","0"
3,"spot1035","1"
3,"spot1036","1"
3,"spot1037","1"
3,"spot1038","3"
3,"spot1039","0"
3,"spot1040","1"
3,"spot1041","1"
3,"spot1042","1"
3,"spot1043","1"
3,"spot1044","1"
3,"spot1045","0"
3,"spot1046","1"
3,"spot1047","3"
3,"spot1048","3"
3,"spot1049","0"
3,"spot1050","1"
3,"spot1051","1"
3,"spot1052","1"
3,"spot1053","0"
3,"spot1054","3"
3,"spot1055","0"
3,"spot1056","0"
3,"spot1057","0"
3,"spot1058","2"
3,"spot1059","1"
3,"spot1060","0"
3,"spot1061","1"
3,"spot1062","1"
3,"spot1063","1"
3,"spot1064","0"
3,"spot1065","0"
3,"spot1066","1"
3,"spot1067","1"
