"sample","spot_name","cluster"
1,"spot1","0"
1,"spot2","0"
1,"spot3","0"
1,"spot4","2"
1,"spot5","0"
1,"spot6","0"
1,"spot7","0"
1,"spot8","0"
1,"spot9","0"
1,"spot10","0"
1,"spot11","0"
1,"spot12","0"
1,"spot13","0"
1,"spot14","0"
1,"spot15","0"
1,"spot16","0"
1,"spot17","0"
1,"spot18","2"
1,"spot19","4"
1,"spot20","4"
1,"spot21","0"
1,"spot22","0"
1,"spot23","0"
1,"spot24","0"
1,"spot25","0"
1,"spot26","0"
1,"spot27","0"
1,"spot28","0"
1,"spot29","0"
1,"spot30","0"
1,"spot31","0"
1,"spot32","0"
1,"spot33","0"
1,"spot34","0"
1,"spot35","0"
1,"spot36","0"
1,"spot37","0"
1,"spot38","0"
1,"spot39","0"
1,"spot40","0"
1,"spot41","0"
1,"spot42","0"
1,"spot43","0"
1,"spot44","0"
1,"spot45","0"
1,"spot46","0"
1,"spot47","0"
1,"spot48","0"
1,"spot49","0"
1,"spot50","0"
1,"spot51","0"
1,"spot52","0"
1,"spot53","0"
1,"spot54","0"
1,"spot55","0"
1,"spot56","0"
1,"spot57","0"
1,"spot58","2"
1,"spot59","0"
1,"spot60","0"
1,"spot61","4"
1,"spot62","0"
1,"spot63","0"
1,"spot64","0"
1,"spot65","0"
1,"spot66","0"
1,"spot67","0"
1,"spot68","0"
1,"spot69","0"
1,"spot70","0"
1,"spot71","0"
1,"spot72","0"
1,"spot73","0"
1,"spot74","0"
1,"spot75","0"
1,"spot76","0"
1,"spot77","0"
1,"spot78","0"
1,"spot79","4"
1,"spot80","0"
1,"spot81","0"
1,"spot82","0"
1,"spot83","2"
1,"spot84","0"
1,"spot85","0"
1,"spot86","3"
1,"spot87","0"
1,"spot88","0"
1,"spot89","0"
1,"spot90","0"
1,"spot91","0"
1,"spot92","0"
1,"spot93","0"
1,"spot94","4"
1,"spot95","0"
1,"spot96","0"
1,"spot97","0"
1,"spot98","0"
1,"spot99","0"
1,"spot100","0"
2,"spot501","2"
2,"spot502","2"
2,"spot503","2"
2,"spot504","0"
2,"spot505","2"
2,"spot506","0"
2,"spot507","2"
2,"spot508","3"
2,"spot509","2"
2,"spot510","2"
2,"spot511","0"
2,"spot512","2"
2,"spot513","0"
2,"spot514","0"
2,"spot515","0"
2,"spot516","2"
2,"spot517","2"
2,"spot518","2"
2,"spot519","2"
2,"spot520","2"
2,"spot521","2"
2,"spot522","0"
2,"spot523","2"
2,"spot524","2"
2,"spot525","4"
2,"spot526","2"
2,"spot527","2"
2,"spot528","0"
2,"spot529","4"
2,"spot530","0"
2,"spot531","2"
2,"spot532","0"
2,"spot533","2"
