V1,sample,spot_name,cluster
1,1,spot1_1,3
2,1,spot2_1,3
3,1,spot3_1,3
4,1,spot4_1,1
5,1,spot5_1,3
6,1,spot6_1,3
7,1,spot7_1,3
8,1,spot8_1,3
9,1,spot9_1,3
10,1,spot10_1,3
11,1,spot11_1,4
12,1,spot12_1,4
13,1,spot13_1,3
14,1,spot14_1,3
15,1,spot15_1,1
16,1,spot16_1,3
17,1,spot17_1,3
18,1,spot18_1,3
19,1,spot19_1,3
20,1,spot20_1,1
21,1,spot21_1,3
22,1,spot22_1,3
23,1,spot23_1,1
24,1,spot24_1,3
25,1,spot25_1,3
26,1,spot26_1,3
27,1,spot27_1,1
28,1,spot28_1,3
29,1,spot29_1,3
30,1,spot30_1,3
31,1,spot31_1,3
32,1,spot32_1,3
33,1,spot33_1,1
34,1,spot34_1,3
35,1,spot35_1,3
36,1,spot36_1,3
37,1,spot37_1,3
38,1,spot38_1,1
39,1,spot39_1,3
40,1,spot40_1,3
41,1,spot41_1,3
42,1,spot42_1,3
43,1,spot43_1,3
44,1,spot44_1,3
45,1,spot45_1,3
46,1,spot46_1,2
47,1,spot47_1,3
48,1,spot48_1,3
49,1,spot49_1,3
50,1,spot50_1,3
51,1,spot51_1,3
52,1,spot52_1,3
53,1,spot53_1,3
54,1,spot54_1,3
55,1,spot55_1,3
56,1,spot56_1,3
57,1,spot57_1,3
58,1,spot58_1,3
59,1,spot59_1,3
60,1,spot60_1,3
61,1,spot61_1,3
62,1,spot62_1,3
63,1,spot63_1,1
64,1,spot64_1,3
65,1,spot65_1,3
66,1,spot66_1,4
67,1,spot67_1,3
68,1,spot68_1,3
69,1,spot69_1,3
70,1,spot70_1,3
71,1,spot71_1,3
72,1,spot72_1,3
73,1,spot73_1,3
74,1,spot74_1,3
75,1,spot75_1,1
76,1,spot76_1,3
77,1,spot77_1,3
78,1,spot78_1,3
79,1,spot79_1,3
80,1,spot80_1,3
81,1,spot81_1,3
82,1,spot82_1,3
83,1,spot83_1,3
84,1,spot84_1,3
85,1,spot85_1,3
86,1,spot86_1,1
87,1,spot87_1,3
88,1,spot88_1,2
